annotation_id,annotator,email,created_at,timestamp,id,image,lead_time,text_cap_en,text_cap_native,text_culture_loc,text_image_loc,text_submitter_native_lang,updated_at,similarity_id
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_6211%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,Vietnam,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_6808%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,"Malaysia, Singapore",,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_6809%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,"Malaysia, Singapore",,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_6816%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,"Malaysia, Singapore",,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_6890%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_6906%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_6925%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_7054%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,"Malaysia, Singapore",,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_7114%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_7115%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_7116%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_7117%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_7859%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_7895%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_7959%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_8353%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_8409%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_8873%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_8874%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_8875%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_8876%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_8987%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_8988%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9036%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9037%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9038%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9039%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9041%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9042%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9043%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9045%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9046%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9047%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9048%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9049%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9050%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9051%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9052%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9053%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9054%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9055%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Malaysia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9056%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,"Indonesia, Malaysia, Singapore",,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9057%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,"Indonesia, Malaysia, Singapore",,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9058%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9059%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9060%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9061%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9062%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9063%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9064%20-%20Sherissa%20Caren%20Djuniwar.jpg,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9065%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9066%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9067%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9068%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9069%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9070%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9071%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9072%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9073%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9074%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9075%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9076%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9077%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9078%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9079%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9080%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9081%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9082%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
,,seacrowd.research@gmail.com,31/08/2025,31/08/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/IMG_9083%20-%20Sherissa%20Caren%20Djuniwar.JPG,,,,Indonesia,,Indonesian (ind),,
